Id,Label
1,17220.87
2,7091.14
3,2435.49
4,21361.46
5,3590.51
6,7868.3
7,12913.45
8,22590.29
9,8549.03
10,8094.62
11,4471.59
12,11711.67
13,9014.81
14,6963.16
15,4811.33
16,14422.215
17,10877.29
18,3156.06
19,7741.8
20,12384.14
21,14593.08
22,9679.8
23,12498.930833333332
24,6517.18
25,15481.01
26,4434.51
27,11821.51
28,3905.06
29,5964.31
30,13350.89
31,13648.58
32,5541.31
33,24486.02
34,4156.44
35,16803.84
36,19053.92
37,31159.67
38,8142.43
39,28391.6
40,18716.28
41,10941.12
42,13497.33
43,11129.06
44,4610.156666666666
45,12746.22
46,3471.15
47,5053.33
48,21491.75
49,15562.53
50,2515.77
51,3777.79
52,13082.0
53,4222.78
54,22952.210499999997
55,7670.52
56,20160.87
57,15165.036666666667
58,12947.59
59,6799.44
60,28354.0
61,16136.75
62,14158.05
63,7774.93
64,4305.99
65,8241.87
66,12962.9
67,4561.51
68,4013.82
69,9325.81
70,17257.703095238096
71,6767.53
72,3922.19
73,13550.06
74,2549.65
75,23243.55
76,9853.73
77,6794.69
78,3408.53
79,9419.02
80,3467.81
81,4470.013333333333
82,6423.08
83,2083.28
84,17110.35
85,9054.48
86,6346.58
87,16049.43
88,24543.55
89,19408.92
90,7852.95
91,7898.51
92,6219.57
93,8624.71
94,3393.657333333334
95,12909.28
96,7895.29
97,15595.74
98,6814.84
99,10570.83
100,4957.21
101,22684.31
102,20555.25
103,12120.71
104,6765.86
105,14413.98
106,4298.11
107,10138.69
108,10176.13
109,9465.29
110,4200.045
111,2835.48
112,2292.83
113,17011.9
114,7234.66
115,12776.76
116,9519.1
117,5598.79
118,13775.08
119,7636.69
120,5157.54
121,16660.85
122,6149.88
123,5622.34
124,6821.84
125,12256.73
126,6058.85
127,3758.1925
128,2646.37
129,26857.95
130,5467.51
131,21179.5
132,6072.61
133,11272.03
134,8357.92
135,10349.96
136,19645.48
137,6959.06
138,10606.63
139,5378.56
140,19981.87
141,22054.53
142,7263.14
143,11413.45
144,5902.43
145,13536.12
146,10966.1
147,12017.04
148,3983.57
149,25604.0
150,6809.27
151,22791.26
152,5025.28
153,14608.175
154,13938.44
155,16596.09
156,20249.274642857144
157,4408.01
158,19236.92
159,7173.75
160,11883.02
161,8223.83
162,9027.97
163,12965.01
164,7579.24
165,9086.06
166,12509.46
167,11625.66
168,5712.25
169,15312.5
170,6234.25
171,14069.13
172,15874.18
173,5331.19
174,22340.47
175,3516.21
176,24530.84
177,10583.01
178,12892.15
179,14340.73
180,10253.36
181,6271.14
182,9169.56
183,13576.49
184,11530.12
185,11171.975
186,8313.45
187,7565.715
188,16596.36
189,26079.355
190,2283.94
191,3911.315
192,8880.47
193,14010.52
194,20849.82
195,6352.05
196,7362.6
197,6408.49
198,8931.88
199,11409.4625
200,2812.37
201,14805.95
202,7942.98
203,20042.575
204,4618.11
205,8343.203333333333
206,6556.68
207,15353.34
208,13808.38
209,6642.35
210,3531.525
211,19252.49
212,4709.6
213,13995.19
214,18282.9
215,6698.56
216,11430.56
217,14377.97
218,4441.7
219,11965.01
220,5650.25
221,11793.84
222,11865.18
223,6780.52
224,18396.88
225,24253.59
226,11444.55
227,5617.49
228,13980.59
229,11259.16
230,9774.34
231,8699.55
232,18818.68
233,9442.526666666667
234,5130.4
235,4094.9
236,14957.12
237,21682.27
238,14012.473333333333
239,17786.9
240,13700.28
241,27301.5
242,11743.86
243,13531.77
244,15449.11
245,12722.063333333335
246,10716.9
247,3639.215
248,6191.45
249,10635.12
250,7496.18
251,13040.14
252,10451.124166666668
253,12069.25
254,5316.94
255,3240.14
256,12881.04
257,2902.8259047619044
258,7121.67
259,10829.65
260,9705.66
261,3238.585
262,25405.15
263,4641.47
264,9446.22
265,4809.66
266,16261.31
267,5251.453333333333
268,5973.339166666667
269,5710.91
270,9022.23
271,10503.86
272,12837.74
273,15632.72
274,18148.31
275,5535.95
276,4281.55
277,10442.913333333332
278,21898.87
279,9001.06
280,5643.7
281,7237.5
282,13091.88
283,16035.09
284,16762.85
285,4742.155
286,5746.92
287,23110.733083333336
288,16311.39
289,15187.79
290,14815.94
291,7504.32
292,6371.98
293,7857.28
294,19401.0
295,11179.54
296,5666.72
297,3214.95
298,11294.0
299,5925.22
300,8477.3
301,12518.05
302,3849.27
303,14837.89
304,10761.57
305,8319.26
306,7398.43
307,6607.82
308,7465.12
309,28541.225
310,10464.81
311,9502.54
312,15145.75
313,13786.083999999999
314,17466.783333333336
315,11309.02
316,2827.93
317,13644.63
318,10851.22
319,9544.32
320,16098.95
321,6838.13
322,7518.95
323,9357.77
324,25054.49
325,11858.57
